"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"Lucas_Queant","‚Ä¢ Snap : lucas.qnt ‚Ä¢ Saint-Luc ‚Ä¢",3819,362,6998,117,NA,"Lucaribo",2013-02-09 21:07:51,FALSE,FALSE,"Lucas_Queant","Cambrai, Nord-Pas-de-Calais","fr","1164067758",1,FALSE,"http://pbs.twimg.com/profile_images/828055742624231428/JSIeioGx_normal.jpg"
"CrudP","4‚É£1‚É£0‚É£‚ÜóÔ∏è2‚É£0‚É£2‚É£‚ÜòÔ∏è4‚É£1‚É£0‚É£",34733,1101,2343,810,NA,"PjÌ†ΩÌ≤´",2011-02-06 06:53:29,FALSE,FALSE,"CrudP","","en","248093536",1,FALSE,"http://pbs.twimg.com/profile_images/820111145835053056/Z37vnXFS_normal.jpg"
"HAEPOHNL","Unconventional  electronic music producer. Welcome to the universe I created through music.  on #Spotify.",3011,51,2771,649,"https://t.co/ChuKT7ASf2","Haelphon",2014-05-01 23:25:26,FALSE,FALSE,"HAEPOHNL","Phoenix, Arizona","en","2473165567",48,FALSE,"http://pbs.twimg.com/profile_images/706807488658583552/9b3u9hQa_normal.jpg"
"liveinlimbo","We love Music, Film, Pop-Culture, and You. Inclusion inspires innovation #WeTheNorth",17007,32604,10329,14495,"https://t.co/B7DjDPfGDN","LIVE IN LIMBO",2010-05-16 17:24:07,FALSE,FALSE,"liveinlimbo","Toronto","en","144563429",329,FALSE,"http://pbs.twimg.com/profile_images/815417689766236161/zUlFh7uC_normal.jpg"
"MassholeThe","DIE HARD BOSTON SPORTS FAN & A SELF ADMITTED MASSHOLE!",1564,737,1136,1795,NA,"The Masshole",2017-01-04 13:13:32,FALSE,FALSE,"MassholeThe","","en","816633662934581248",13,FALSE,"http://pbs.twimg.com/profile_images/816634706146054144/K4Bp5tsy_normal.jpg"
"willstauff1","Tons of Leads contact me every single day @willstauff. Would 8 to 10 Leads PER DAY help YOUR business? https://t.co/l0GCbdNoVO",79645,6268,65,5602,"https://t.co/5Vtgh8M3hV","Will Stauff",2013-10-27 21:47:56,FALSE,FALSE,"willstauff1","GA","en","2159688554",1371,FALSE,"http://pbs.twimg.com/profile_images/715733290687328256/cVpsCYTv_normal.jpg"
"Bitchjoanne","Little monster 
I went to the born this way ball 11/11/2012 s√£o paulo,  Brazil. 23 years.  
#buyjoanneonitunes #millionreasons",4365,1283,459,1614,"https://t.co/iG6Z7ZLn6T","Lukas Germanotta",2009-08-02 03:47:29,FALSE,FALSE,"Bitchjoanne","S√£o Paulo, Brasil ","pt","62189245",11,FALSE,"http://pbs.twimg.com/profile_images/826567193970106368/7yQVXs4y_normal.jpg"
"VESP96","21. ·ºÑŒ∏ŒµŒøœÇ. Ì†ΩÌ≤ºCCCT VEN 911 ""Nueva Esparta"". ‚öΩÔ∏è¬°Hala Madrid!... y nada m√°s!!",2537,31,17,415,"https://t.co/QF8vuANMHd","Victor E. Salcedo P.",2016-12-11 02:25:46,FALSE,FALSE,"VESP96","Nueva Esparta, Venezuela","es","807773337590042626",2,FALSE,"http://pbs.twimg.com/profile_images/807950466562883584/S2eYN88L_normal.jpg"
"AceDawg11_","Staying Down‚¨áÔ∏è, Staying RealÌ†ΩÌ≤Ø, And Stacking BreadÌ†ΩÌ≤∏ HD Woodson Alum #LLMema #Ball4Quese #LLScooby",83495,1787,20535,1052,"https://t.co/IqD8jAN3O4","#LongLiveJayBo‚ù§Ô∏èÌ†ΩÌ≤âÌ†ºÌæ≤",2014-03-31 22:51:09,FALSE,FALSE,"AceDawg11_","Da $oufside, DC","en","2450918519",30,FALSE,"http://pbs.twimg.com/profile_images/794746757456560128/iFz26vfj_normal.jpg"
"chrissanthony96","",13325,649,32667,811,"https://t.co/aFMT9816om","Chris",2016-07-28 11:15:06,FALSE,FALSE,"chrissanthony96","your asshole:)","en","758621799709937664",11,FALSE,"http://pbs.twimg.com/profile_images/829615218913218560/AMAcmv6B_normal.jpg"
"allthingssnap","the premier publication for all things Snap & Snapchat! a community collaborative.",53,66,22,119,"https://t.co/q7pEG4x6pb","All Things Snap Ì†ΩÌ±ª",2016-09-30 20:08:04,FALSE,FALSE,"allthingssnap","","en","781948749249646592",6,FALSE,"http://pbs.twimg.com/profile_images/781964461313753088/W3JkgizG_normal.jpg"
"Bennyy_Bang","",12938,694,4416,431,NA,"Bennyy K",2010-12-29 13:35:24,FALSE,FALSE,"Bennyy_Bang","","fr","231789447",3,FALSE,"http://pbs.twimg.com/profile_images/831671532153929729/Ud1KlF8u_normal.jpg"
"Aid_Liberty","#–ê–∏–¥ -–ø–æ–º–æ–≥–∞—é —Ç–æ–ª—å–∫–æ –ø–æ–º–æ–≥–∞—é—â–∏–º‚Ä¶ #life #liberty #Freedom #FreeSpeech #humanrights #LGBTI #GLBT #LGBTRights #OpenSource #LoveWins #AidCoin

Snapchat: aid.liberty",61266,1689,46110,4981,"https://t.co/JohKeqTY0f","–ê–∏–¥",2012-12-20 10:47:43,FALSE,FALSE,"Aid_Liberty","Worldwide","ru","1024006484",481,FALSE,"http://pbs.twimg.com/profile_images/512169501043855362/yGzkGNu2_normal.jpeg"
"cimxharmix","taken by the moon Ì†ºÌºô @cim_sinner ‚Ä¢Alive by Cimorelli!! link below Ì†ΩÌπà‚Ä¢ taken or not ur still hot ‚Ä¢ CAMILIZER Ì†ΩÌ≤ï‚Ä¢",17815,534,19195,598,"https://t.co/tOIF4lqaUL","e.b Ì†ΩÌ∂§",2015-06-04 20:27:02,FALSE,FALSE,"cimxharmix","Crying over camila ","en","3236381617",11,FALSE,"http://pbs.twimg.com/profile_images/831618805034053633/NCr-mCOv_normal.jpg"
"greasyspider","donnie: oh i just love talking abt grease it's an art||never gonna give @panictrek up",11997,442,10388,303,"https://t.co/a6vYS9I8B9","g- jjacketslut",2016-11-15 15:06:11,FALSE,FALSE,"greasyspider","keep‚Ä¢the‚Ä¢faith","pt","798542618749792257",9,FALSE,"http://pbs.twimg.com/profile_images/832685640256876544/Cz-NelEY_normal.jpg"
"_jbuell1","WPHS '19Ì†ºÌøÄ",650,80,5806,60,NA,"James Buell",2016-01-29 01:05:15,FALSE,FALSE,"_jbuell1","","en","4828073918",0,FALSE,"http://pbs.twimg.com/profile_images/787478612207398913/1I7W1qRz_normal.jpg"
"AaronRFernandes","Music, Fashion, Entertainment, Travel, and Lifestyle From iconichipster. com",27930,18236,0,7,"http://t.co/Yx4cxRvUGw","Aaron Fernandes",2009-11-03 21:30:11,FALSE,FALSE,"AaronRFernandes","Toronto.NYC.the Universe","en","87287287",253,FALSE,"http://pbs.twimg.com/profile_images/537359661402320897/CGBWQprE_normal.jpeg"
"xHandsToSelenax","..... brb waiting for an album.",30040,2713,6630,3904,"https://t.co/s7Lfr916tY","Bea ‚ô• Perfect Sla",2016-04-09 16:27:32,FALSE,FALSE,"xHandsToSelenax","467 Days ‚ù• 28.03.16 ‚ù• 05.10.16","pt","718837760249970688",27,FALSE,"http://pbs.twimg.com/profile_images/832106440974356480/OWVCGCoU_normal.jpg"
"SnicklefritzArt","Weird af Columbus, OH artist. Check out #SnicklefritzArt on Instagram, Facebook, and Etsy for more weirdness!",1905,68,675,107,"https://t.co/dzz3C0eeXa","Dan White",2011-05-20 02:53:39,FALSE,FALSE,"SnicklefritzArt","Columbus, OH","en","301804057",3,FALSE,"http://pbs.twimg.com/profile_images/378800000757419899/1c6f88839449314613279c53ad442e3a_normal.jpeg"
"cayycarlson7","Because when you stop and look around life is pretty amazing‚ú®                                                        UW Oshkosh '19",2942,498,9361,801,NA,"Cailynn Carlson",2011-02-14 00:51:01,FALSE,FALSE,"cayycarlson7","","en","251867072",2,FALSE,"http://pbs.twimg.com/profile_images/832227491750219777/G0rde6ye_normal.jpg"
"2savagebrad","Baseball ‚öæÔ∏è #2 NHS SMCM 2020",13970,578,8150,573,NA,"Bradley Ernest",2015-03-31 23:24:03,FALSE,FALSE,"2savagebrad","","en","3122056604",8,FALSE,"http://pbs.twimg.com/profile_images/804355807135625217/MCe0EaLV_normal.jpg"
"YannRajjio","",498,115,479,1062,NA,"rajjio",2017-01-09 17:44:22,FALSE,FALSE,"YannRajjio","","en","818513758901432320",3,FALSE,"http://pbs.twimg.com/profile_images/818517790940393473/0I-7j_eP_normal.jpg"
"gmrosie","Educator, photographer, singer/songwriter, techie, poet, grandma, Southern Utah lover.",283,23,831,28,NA,"Rosanne Markham",2009-11-20 04:35:19,FALSE,FALSE,"gmrosie","Centerville, UT","en","91270215",7,FALSE,"http://pbs.twimg.com/profile_images/717525485043855362/PDHdd3V0_normal.jpg"
"HL_JuJu","Basketball Player Ì†æÌ¥òÌ†ºÌøæTG3 NLMB , HL We Taking Over Ì†ΩÌ≤∞Stay Humble ! Big Humble Beast Thats Me Ì†æÌ¥îCall Me JuJuÌ†ΩÌ∏õ",25,39,27,208,NA,"Tre",2017-01-16 23:24:25,FALSE,FALSE,"HL_JuJu","Lackawanna, NY","en","821136050382901250",0,FALSE,"http://pbs.twimg.com/profile_images/821136894293659648/-cJO4JdJ_normal.jpg"
"MonstersPICS","In this account you will find the most beautiful pictures of the queen of pop Lady Gaga",310,206,631,640,"https://t.co/6CDfvK6TkA","Lady Gaga",2017-01-05 16:43:08,FALSE,FALSE,"MonstersPICS","","fr","817048797788467202",0,FALSE,"http://pbs.twimg.com/profile_images/819186943401619458/xl_Gq7VE_normal.jpg"
"wildestnbhd","Gaga is my #1. SC: itsallano",112642,16287,24685,578,NA,"allan",2011-02-07 07:50:48,FALSE,FALSE,"wildestnbhd","Costa Rica","en","248560253",119,FALSE,"http://pbs.twimg.com/profile_images/821887955476299776/IOZiLqYo_normal.jpg"
"youngyymac","",141320,16925,403,7389,NA,"Val",2016-10-04 18:43:10,FALSE,FALSE,"youngyymac","","en","783376935955103744",141,FALSE,"http://pbs.twimg.com/profile_images/819435709606068224/WZ_Vw0L9_normal.jpg"
"stain_less8","Promoting latest dope wears, chains, rings, shoes....",211781,6811,143,4490,NA,"stainless",2016-11-19 12:14:44,FALSE,FALSE,"stain_less8","","en","799949025122385920",80,FALSE,"http://pbs.twimg.com/profile_images/809811828603752448/KMswq42-_normal.jpg"
"damiandove9","WELCOME!!!  PROMOTING GOOD WEARS AND JEWELRIES FOR UNISEX TO SHOP ONLINE. use code: SLIM for a reasonable discount. THANK YOU. 
https://t.co/Vv732yMOdp",168128,8261,190,8850,NA,"Damiandove",2013-03-15 10:08:35,FALSE,FALSE,"damiandove9","Worldwide","en","1269342870",89,FALSE,"http://pbs.twimg.com/profile_images/800979475798364160/WvEMkWyP_normal.jpg"
"Itravelvibes","Tweeting my thoughts and feelings.i hope to inspire each and every one of you! 07 jan 2017",115906,43032,345,43485,NA,"Travel Vibes",2016-03-31 07:30:46,FALSE,FALSE,"Itravelvibes","Worldwide","en","715441189751631872",108,FALSE,"http://pbs.twimg.com/profile_images/801160403208245249/OKX3cEHc_normal.jpg"
"litpromos_","I promote clothing & game apps Ì†ΩÌπÉÌ†ΩÌ∏à || 11/10/2016",57894,7746,9,7371,NA,"dopepromos.com",2016-01-20 03:18:14,FALSE,FALSE,"litpromos_","","en","4828412427",37,FALSE,"http://pbs.twimg.com/profile_images/796783109144461312/-PGetjxG_normal.jpg"
"Engr_Bonny","Am a good man",42982,5856,6,6680,NA,"Bonny",2016-10-16 22:34:05,FALSE,FALSE,"Engr_Bonny","","en","787783702881394689",31,FALSE,"http://pbs.twimg.com/profile_images/788131993343107072/vARennH1_normal.jpg"
"Chucksdevine","",139307,6258,7,1751,NA,"Chucks",2016-09-27 17:17:03,FALSE,FALSE,"Chucksdevine","","en","780818549187031042",76,FALSE,"http://pbs.twimg.com/profile_images/804809371347722244/qdbAs65H_normal.jpg"
"2crex","Arts, Entertainment, Fashion and Football",107135,7807,534,8564,"https://t.co/1SazySrQFL","Collins Ebiks",2016-11-29 17:12:36,FALSE,FALSE,"2crex","","en","803647865025339392",45,FALSE,"http://pbs.twimg.com/profile_images/811882522288287744/XKdOSlEM_normal.jpg"
"CrossJay6","UNLOCK... 13/2/2017",121737,9654,7,10612,NA,"CLASSIC FASHION",2016-10-16 06:08:49,FALSE,FALSE,"CrossJay6","","en","787535750812299265",59,FALSE,"http://pbs.twimg.com/profile_images/828369371479339009/rcij_szr_normal.jpg"
"DaKiddHiggs","#AustinGangÌ†ΩÌπè Snapchat: @DaKiddHiggs Ì†ΩÌ∑£",20275,17321,131,10162,NA,"„Ö§„Ö§MrMakeItHappen‚ö°Ô∏è",2015-02-18 23:19:28,FALSE,FALSE,"DaKiddHiggs","In My Own Head","en","3027782029",90,FALSE,"http://pbs.twimg.com/profile_images/786567637916454912/ZjPVPCgC_normal.jpg"
"emisantos31","I'm Lovatic, directioner camilizer and  Harmonizer!!
Insta: emi_tavarees/ snap: emisantos31",5051,177,4078,131,"https://t.co/hIR2w1MiSk","OT5/4h Emilly TS",2015-11-15 11:43:14,FALSE,FALSE,"emisantos31","Presidente Epit√°cio, Brasil","pt","4193608799",3,FALSE,"http://pbs.twimg.com/profile_images/825522332202627072/NWZs-Bw__normal.jpg"
"victorsoilan","Comunicador de Vainglory Paraguay",1604,217,1317,819,"https://t.co/dabgv9Attt","Viclau07",2011-09-08 20:55:52,FALSE,FALSE,"victorsoilan","Asuncion, Paraguay","es","370328947",2,FALSE,"http://pbs.twimg.com/profile_images/789756585849393152/BgVFhU1M_normal.jpg"
"aycox_fans","We are fans of talented actress and musician Nicki Aycox. Nicki's debut EP Red Velvet Room was released on August 28, 2015. Run by @tdmiller820917",3214,320,1314,251,"https://t.co/TuD5Heu5HP","Nicki Aycox Fans",2015-12-02 15:37:21,FALSE,FALSE,"aycox_fans","USA","en","4351892897",23,FALSE,"http://pbs.twimg.com/profile_images/823987917315940353/v4nqwdPj_normal.jpg"
"TedTedlong","i live happy with my friend at camp site everyday and party on friday night. :)",984,121,790,1081,NA,"Ted Long",2015-09-08 13:41:31,FALSE,FALSE,"TedTedlong","Champaign, IL","en","3588061359",21,FALSE,"http://pbs.twimg.com/profile_images/641264282936565761/dBaN0yXQ_normal.jpg"
"luisachristie","Digital @AtlanticRcrdsUK. Lifestyle & Vegan Blogger // Vegan // Feminist // Cat Lady // Avocado Enthusiast Ì†æÌµë Sings sometimes. Insta & snapchat: @luisachristie",6987,1501,12015,1208,"https://t.co/fEulIzNixm","Luisa-Christie Ì†æÌ∂Ñ",2009-03-10 22:42:43,FALSE,FALSE,"luisachristie","London, England","en","23673642",65,FALSE,"http://pbs.twimg.com/profile_images/777816053950840833/1mIAtkn7_normal.jpg"
"SutharMinu","Justin bieber.  I love you still in this world.l love and your songs your style it's my dream I saw you. I'm your biggest fan. jb love ya more than anyone else.",91,87,296,736,NA,"Minu Suthar",2017-02-16 13:41:10,FALSE,FALSE,"SutharMinu","Ahemdabad,india","en","832223297685295109",0,FALSE,"http://pbs.twimg.com/profile_images/832226353483218944/EmBVb528_normal.jpg"
"IvlOgGER","studying as engineer, i love youtube, tech, games, vr, video, hanging with my friends, seeing movies. ÈôàÈí∞.",16018,353,47,12,NA,"ÈôàÈí∞Â∫≠",2013-07-27 05:46:54,FALSE,FALSE,"IvlOgGER","","en","1624697708",835,FALSE,"http://pbs.twimg.com/profile_images/462044984418377728/0xIO4uiM_normal.jpeg"
"0fficialm0nroe","",6747,586,4138,538,"https://t.co/pi37dWTweB","Nate Monroe",2015-09-29 22:39:13,FALSE,FALSE,"0fficialm0nroe","","en","3730441873",9,FALSE,"http://pbs.twimg.com/profile_images/813938011507490816/SON58SUk_normal.jpg"
"ProtectFutures","#ProtectOurFutures raising #Awareness with a #mission and #movement thru  #Creativity and #Art for #4saferinternet #ProtectFlintsFuture  #protectourfutures",1267,672,4419,2740,"https://t.co/PIfqnb2AQR","#ProtectOurFutures",2015-07-21 19:35:20,FALSE,FALSE,"ProtectFutures","Worldwide","en","3386311120",15,FALSE,"http://pbs.twimg.com/profile_images/828363463634276355/jItu0qUc_normal.jpg"
"smarthustlemag","Celebrating the success, showcasing the challenges and chronicling the #SmartHustle of Small Business Entrepreneurs. Published by @RamonRay & Team. Subscribe‚¨áÔ∏è",7016,3009,2668,1976,"https://t.co/qzO4cL1E2o","Smart Hustle",2014-01-01 01:07:19,FALSE,FALSE,"smarthustlemag","New York, NY","en","2271002220",607,FALSE,"http://pbs.twimg.com/profile_images/685851914291048448/vo26uYnK_normal.jpg"
"LuchovepaLuis","",15133,164,27595,2165,NA,"Luis Horacio",2014-04-05 14:16:12,FALSE,FALSE,"LuchovepaLuis","","es","2462546427",118,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png"
"myheartisasleep","aspiring writer and peace provoker. love is free and you have enough for everyone.",19111,433,15345,697,NA,"Pauline",2013-10-07 22:31:17,FALSE,FALSE,"myheartisasleep","","en","1945337407",13,FALSE,"http://pbs.twimg.com/profile_images/813967669795950592/noqCHGaD_normal.jpg"
"janet_xa","The way to love anything is to realize that it might be lost.",1488,1735,1425,4665,NA,"Janet Stanley",2016-04-17 23:30:07,FALSE,FALSE,"janet_xa","","en","721843210566385664",11,FALSE,"http://pbs.twimg.com/profile_images/721844289584697346/tn5RBBDc_normal.jpg"
"bmsdvinc","",91,11,164,58,NA,"Joe",2016-12-25 20:25:14,FALSE,FALSE,"bmsdvinc","","en","813118427506376705",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png"
"RiteTag","Get the RiteTag browser extension and app for hashtag color grading, based on current & historical engagement. See RiteForge for #smo & Rite.ly for social CTAs.",21421,11726,1964,76,"http://t.co/BBZ3Rz9Ffh","RiteTag",2010-05-05 09:07:26,FALSE,FALSE,"RiteTag","Prague, Czech Republic","en","140362525",1716,FALSE,"http://pbs.twimg.com/profile_images/781729376161366016/qdUFUsCN_normal.jpg"
"GirlAlmighty_28","never give up on Larry",7119,1275,3707,1579,NA,"Ì†ºÌºπEduardda Ì†ºÌºπ",2016-07-18 03:11:09,FALSE,FALSE,"GirlAlmighty_28","","pt","754876130436452352",3,FALSE,"http://pbs.twimg.com/profile_images/832273302420848641/C1nEl3XP_normal.jpg"
"xer6xes","Field studies of Ethnology + Sience of Religions + Archaeology",1471,63,1999,426,NA,"Int. Affairs Contr.",2014-07-30 18:32:28,FALSE,FALSE,"xer6xes","Washington DC Red Square, University Amsterdam","de","2693625362",0,FALSE,"http://pbs.twimg.com/profile_images/821370535762427906/0CsNXt6e_normal.jpg"
"snowinitten1978","",103,6,75,20,NA,"–ê–ª–µ–∫—Å–∞–Ω–¥—Ä",2017-02-11 03:25:09,FALSE,FALSE,"snowinitten1978","","ru","830256329688236032",0,FALSE,"http://pbs.twimg.com/profile_images/830503427532783618/MApe_n0P_normal.jpg"
"playboy_0385","Texan livin in wyoming. Spurs Texas Longhorns",10274,464,9211,2662,NA,"Pablo",2010-03-14 07:48:49,FALSE,FALSE,"playboy_0385","USA","en","122894107",17,FALSE,"http://pbs.twimg.com/profile_images/699008785935761408/HKz3Ae2n_normal.jpg"
"marianguti5","Ventino, pasi√≥n, amor y dedicaci√≥n y mi modelo a seguir. #Ventiner Siempre con ustedes Ventino. Yo no se que hubiera sido de mi si ellas no hubieran aparecido.",4174,725,4209,2658,"https://t.co/2V2zFZJGMN","Ventino mi mundo Ì†ºÌºé",2015-01-21 17:14:58,FALSE,FALSE,"marianguti5","mardejbieber cuenta personal ","en","2990276428",1,FALSE,"http://pbs.twimg.com/profile_images/807636372110606336/q0oLk2rU_normal.jpg"
"pepperannsMilo","no Cory Matthews I be feeling like Shawn.",80809,1084,17,904,"https://t.co/EYRfgOXxw0","28 to 3 an they lied",2009-05-21 15:24:12,FALSE,FALSE,"pepperannsMilo","Babylon, SC","en","41606671",47,FALSE,"http://pbs.twimg.com/profile_images/818690954848796673/sfPRWuO6_normal.jpg"
"prinmauversu191","",104,4,85,21,NA,"–î–µ–Ω–∏—Å",2017-02-08 00:01:44,FALSE,FALSE,"prinmauversu191","","ru","829117974367854592",0,FALSE,"http://pbs.twimg.com/profile_images/830448483953934336/RtmuKopa_normal.jpg"
"renegayecuador","feLIZ CoNOcer ChICos",711,436,516,1109,NA,"frank arthu..",2011-06-12 22:07:53,FALSE,FALSE,"renegayecuador","","es","316068381",0,FALSE,"http://pbs.twimg.com/profile_images/638408082696077312/O8lMLnjT_normal.jpg"
"rinkabieber0301","Â∞ÜÊù•„ÅÆÂ§¢„ÅØ„É≠„Éê„Éº„ÉàÈ¶¨Â†¥„Åã„É†„É≠„ÉÑ„É®„Ç∑„Åø„Åü„ÅÑ„Å™‰∫∫„Å®ÁµêÂ©ö„Åô„Çã„Åì„Å®„ÄÇ",531,314,1160,311,"https://t.co/UaqG9Rt11E","„Åç„ÇÄ„Çâ „Çä„Çì„Åã",2016-09-03 23:05:37,FALSE,FALSE,"rinkabieber0301","Justin Bieber is my everything","ja","772208957356060673",0,FALSE,"http://pbs.twimg.com/profile_images/817337133299998722/pz6a2cSd_normal.jpg"
"iamtallpoppies","tall poppies is a Prince Edward Island based Entertainment Company specializing songs, stories & social.",818,482,160,558,"https://t.co/edcrZ2h5MC","tall poppies",2010-02-24 06:12:02,FALSE,FALSE,"iamtallpoppies","Prince Edward Island","en","116995773",30,FALSE,"http://pbs.twimg.com/profile_images/729841870688366593/9d9W0ktB_normal.jpg"
"_pqpbeckers","Eu mesma Alex Melo, SDV SEMPREEE",2925,1365,1686,423,NA,"Esquilos Coloridos",2010-09-15 11:24:42,FALSE,FALSE,"_pqpbeckers","Foz do Igua√ßu, Paran√°","pt","191003186",0,FALSE,"http://pbs.twimg.com/profile_images/832654049962913793/lhhks-k4_normal.jpg"
"RafaCouto72","Ame-se",45584,2885,19736,1060,NA,"rafla",2013-08-26 23:21:29,FALSE,FALSE,"RafaCouto72","Centro, Nil√≥polis","pt","1703187956",2,FALSE,"http://pbs.twimg.com/profile_images/832285842957819904/p-p0JpXi_normal.jpg"
"lukisaepul","#BEJO #HOKI #GueAhok‚úåÔ∏è ‚ÄúDia yg bukan saudaramu dalam iman adalah saudara dalam kemanusiaan‚Äù (Ali bin Abi Thalib) #Humanity",29782,533,1013,1204,NA,"eL",2009-09-27 12:03:10,FALSE,FALSE,"lukisaepul","NUsantara Tercinta","en","77721083",12,FALSE,"http://pbs.twimg.com/profile_images/830323259556065283/zNg-Lt8U_normal.jpg"
"lmanleopropen11","",31,0,24,7,NA,"–õ–∞—Ä–∏—Å–∞",2017-02-12 08:35:03,FALSE,FALSE,"lmanleopropen11","","ru","830696707650359296",0,FALSE,"http://pbs.twimg.com/profile_images/832336250845671424/pp7U_Puh_normal.jpg"
